,_id,asset_text,spend,impressions,clicks,link_click,post_engagement,lead,page_engagement,post_reaction,post,onsite_conversion.lead_grouped,video_view,offsite_conversion.fb_pixel_custom,cpm,cpc,ctr,cpl,ctl,onsite_conversion.post_save,like,comment,onsite_conversion.total_messaging_connection,onsite_conversion.messaging_first_reply,landing_page_view,First 20 words,First 4 words,Payment plan,RERA Number,Exclamation in 20 words,Emojis Present,"Attributes in first 20 words [name, address, price, size, emoji, payment plan attributes]",first_20_words,first_4_words,attributes_in_first_20_words,exclamation_in_20_words,emojis_present,Attributes,name,address,price,size,emoji,payment plan,payment plan attributes,campaign_id,Attributes in first 20 words,onsite_conversion.messaging_user_depth_2_message_send,onsite_conversion.messaging_conversation_replied_7d
184,66d882385367e95d91a224f4,"At Whiteland Sector 103, luxury and convenience meet. Priced from an attractive ₹5Cr, our 3BHK flats feature a yoga deck, party halls, and gym facilities. Embrace the good life - book a tour today! 🏙️ 🏊",1273.102486,910,7,1,4,1,4,3,,1.0,,,1399.013720879121,181.87178371428573,0.007692307692307693,1273.102486,7.0,,,,,,,"At Whiteland Sector 103, luxury and convenience meet. Priced from an attractive ₹5Cr, our 3BHK flats","At Whiteland Sector 103,",No,,No,Yes,,,,,,,,,"Whiteland Sector 103,","₹5Cr,",3BHK,,,,120208410349870764,,,
185,66d882385367e95d91a224f5,"Welcome to Whiteland Sector 103 where luxury is a way of life. Starting at ₹5Cr, our 3 BHK offer amenities that have been curated for your comfort. From a swimming pool to a party hall and an exclusive gym, we've got it all. Come & claim your asset today! 🏙️💰",1863.02633,2622,22,9,14,1,14,5,,1.0,,,710.5363577421815,84.683015,0.008390541571319604,1863.02633,22.0,,,,,,,"Welcome to Whiteland Sector 103 where luxury is a way of life. Starting at ₹5Cr, our 3 BHK offer amenities",Welcome to Whiteland Sector,No,,No,Yes,,,,,,,,Whiteland Sector 103,,₹5Cr,3 BHK,,,,120208410349870764,,,
186,66d882385367e95d91a224f6,"🏙️ Witness luxury redefined at Whiteland Sector 103! 
Boasting amenities like a plush swimming pool, an exclusive lounge, and a state-of-the-art sports club, we aim to cater to your every need. 
With 3BHK flats starting at ₹5Cr 💼  - your dream home awaits you!",529.333719,1036,4,2,2,0,2,0,,,,,510.93988320463313,132.33342975,0.003861003861003861,,,,,,,,,🏙️ Witness luxury redefined at Whiteland Sector 103! Boasting amenities like a plush swimming,🏙️ Witness luxury redefined at,No,,Yes,Yes,,,,,,,,Whiteland Sector 103,,₹5Cr,,💼,,,120208410349870764,,,
187,66d882385367e95d91a224f7,"🌟 Exclusive Pre-Launch Opportunity at Whiteland Sector 103! 🌟

🏗️ Be the first to invest in the epitome of luxury with our ultra-modern 3 & 4 BHKs on Dwarka Expressway. 🌆

💸 Early Bird Benefits! Secure your investment at today's prices and watch your equity grow as rates rise at launch! 📈

🎉 Enjoy bespoke amenities including lush landscapes, advanced security, and bespoke interiors designed for elite living. 🌿🔑

🛠️ Built by renowned developers, ensuring top-notch quality and futuristic design. 🌐

🚀 Act Fast! This pre-launch offer is a limited-time opportunity to own your dream home with incredible future gains. 🏠💖",5765.530228,6415,59,27,41,9,41,13,1.0,9.0,,4.0,898.7576349181604,97.7208513220339,0.009197194076383476,640.6144697777777,6.555555555555555,,,,,,,🌟 Exclusive Pre-Launch Opportunity at Whiteland Sector 103! 🌟 🏗️ Be the first to invest,🌟 Exclusive Pre-Launch Opportunity,No,,Yes,Yes,,,,,,,,Whiteland Sector 103,,,,,,,120208410349870764,,,
188,66d882385367e95d91a224f8,"🎈 Pre-Launch Exclusive at Whiteland Sector 103! 🎈
🎉 Dive into the future of luxury with early investment perks and a chance to maximize returns as property values rise! 💰
🌿 Revel in exquisite landscapes and state-of-the-art designs tailored for discerning tastes. 🏗️",4663.899792,7814,27,17,45,3,45,25,3.0,3.0,,,596.8645753775276,172.73702933333334,0.0034553365753775276,1554.633264,9.0,,,,,,,🎈 Pre-Launch Exclusive at Whiteland Sector 103! 🎈 🎉 Dive into the future,🎈 Pre-Launch Exclusive at,No,,Yes,Yes,,,,,,,,Whiteland Sector 103,Sector 103,,,🎈 🎈 🎉,,,120208410349870764,,,
189,66d882385367e95d91a224f9,"🌟 Grab Your Slice of Luxury Early! 🌟
🚀 Invest in Whiteland Sector 103’s pre-launch to lock in low rates and witness your investment soar at launch! 📊
🏡 Experience premier living with exclusive amenities in our stunning 3 & 4 BHK homes! 🌇 Prices starting 5Cr only.",8188.235331,24575,100,54,105,9,105,44,6.0,9.0,,,333.1937062461852,81.88235331,0.004069175991861648,909.8039256666666,11.11111111111111,1.0,,,,1.0,,🌟 Grab Your Slice of Luxury Early! 🌟 🚀 Invest in Whiteland Sector 103's,🌟 Grab Your Slice,No,blank,Yes,Yes,,,,,,,,Whiteland Sector 103,blank,5Cr,3 & 4 BHK,🚀,,blank,120208410349870764,,,
190,66d882385367e95d91a224fa,"🌠 Early Access Alert to Whiteland Sector 103! 🌠
🛎️ Be among the first to claim your spot in these ultra-luxurious apartments and benefit from pre-launch prices! 📈
🏠 Discover unparalleled elegance and comfort with world-class amenities. 🌍",2091.509087,2335,10,9,10,1,10,1,,1.0,,1.0,895.7212364025695,209.1509087,0.004282655246252677,2091.509087,10.0,,,,,,,🌠 Early Access Alert to Whiteland Sector 103! 🌠 🛎️ Be among the first,🌠 Early Access Alert to,No,,Yes,Yes,,,,,,,,,Whiteland Sector 103,,,🌠 🌠 🛎️,,,120208410349870764,,,
191,66d882385367e95d91a224fb,"🌟 Grab Your Slice of Luxury Early! 🌟
🚀 Invest in Whiteland Sector 103’s pre-launch to lock in low rates and witness your investment soar at launch! 📊
🏡 Experience premier living with exclusive amenities in our stunning 3 & 4 BHK homes! 🌇 Prices starting 5Cr only",3127.480226,3182,15,9,15,2,15,5,,2.0,,1.0,982.8661929604024,208.49868173333334,0.004714016341923318,1563.740113,7.5,1.0,,,,,,🌟 Grab Your Slice of Luxury Early! 🌟 🚀 Invest in Whiteland Sector 103’s pre-launch,🌟 Grab Your Slice,No,,Yes,Yes,,,,,,,,,,5Cr,,🌟,,,120208410349870764,,,
192,66d882385367e95d91a224fc,"Don't miss the grand launch of Whiteland New Launch! Starting price - 3.49 Cr for 3BHK, it's worth every penny. Experience unparalleled luxury with features like swimming pool, gym, party halls 🔥.",816.108006,1308,14,6,11,0,11,3,,,,,623.9357844036698,58.293429,0.010703363914373088,,,2.0,,,,,,"Don't miss the grand launch of Whiteland New Launch! Starting price - 3.49 Cr for 3BHK, it's worth",Don't miss the grand launch,No,,Yes,Yes,,,,,,,,Whiteland New Launch,,3.49 Cr,3BHK,🔥,,,120208264075890764,,,
193,66d882385367e95d91a224fd,"Discover a world of comfort and elegance with Whiteland New Launch 📍 3BHK flats starting at 3.49 Cr. Equipped with amenities like yoga deck, gym, sports club and more. Luxury living redefined 🏡.",2228.57956,1398,15,3,9,1,9,6,,1.0,,,1594.1198569384835,148.5719706666667,0.01072961373390558,2228.57956,15.0,,,,,,,Discover a world of comfort and elegance with Whiteland New Launch 📍 3BHK flats starting,Discover a world of,No,,No,Yes,,,,,,,,Whiteland New Launch,,3.49 Cr.,,,,,120208264075890764,,,
194,66d882385367e95d91a224fe,"Introducing ✅ Whiteland New Launch - A landmark of luxury 🏡 starting at 3.49 Cr. Offering fabulous amenities like swimming pool, lounge, party hall and more! Step into your dream home 🏠.",1131.267034,615,3,2,4,1,4,0,1.0,1.0,,,1839.4585918699186,377.0890113333333,0.004878048780487805,1131.267034,3.0,,,1.0,,,,Introducing ✅ Whiteland New Launch - A landmark of luxury 🏡 starting at 3.49 Cr.,Introducing ✅ Whiteland New Launch,No,,No,Yes,,,,,,,,Whiteland New Launch,,3.49 Cr,,🏡,,,120208264075890764,,,
195,66d882385367e95d91a224ff,"Unlock Luxury with NOW WOW by M3M Gurugram! Payment Plan that's never-seen-before in India.

✨ Pay only 20% & own the home.
💰 Just ₹1 Lakh counts as ₹20 Lakhs!
🔄 First Transfer FREE!

Experience unparalleled luxury in Gurugram's finest apartments and commercial spaces. 

Fill out the form here for details!",33035.191959,117313,669,287,338,39,338,35,12.0,39.0,,,281.5987312488812,49.3799580852018,0.0057026927961947955,847.0562040769231,17.153846153846153,3.0,,1.0,,,,Unlock Luxury with NOW WOW by M3M Gurugram! Payment Plan that's never-seen-before,Unlock Luxury with NOW,Yes,,Yes,Yes,,,,,,,,NOW WOW by M3M Gurugram,,,,,,Payment Plan,120206478267690764,,,
196,66d882385367e95d91a22500,"Presenting NOW WOW by M3M! - A first of it's kind plan brought to you by M3M Gurugram.

Redefine your lifestyle with the exquisite collection of luxury apartments and commercial spaces in the heart of Gurugram!

✅ Just pay 20% and OWN your home!
✅ Pay only 1 Lakh, & we will count it as 20 Lakhs!
✅ 1st Transfer FREE OF COST

Fill the form here for more details!",32483.719667,138756,642,289,404,64,404,69,27.0,64.0,,,234.1067749646862,50.59769418535826,0.004626826948023869,507.558119796875,10.03125,16.0,,3.0,,,,Presenting NOW WOW by M3M! - A first of it's kind plan brought to you by M3M Gurugram.,Presenting NOW WOW by M3M!,Yes,,Yes,Yes,,,,,,,,NOW WOW,M3M Gurugram,,,,,,120206478267690764,,,
197,66d882385367e95d91a22501,"Unlock Luxury with NOW WOW by M3M Gurugram! Payment Plan that's never-seen-before in India.

✨ Pay only 20% & own the home.
💰 Just ₹1 Lakh counts as ₹20 Lakhs!
🔄 First Transfer FREE!

Experience unparalleled luxury in Gurugram's finest apartments and commercial spaces. 

Fill out the form here for details!",33035.191959,117313,669,287,338,39,338,35,12.0,39.0,,,281.5987312488812,49.3799580852018,0.0057026927961947955,847.0562040769231,17.153846153846153,3.0,,1.0,,,,Unlock Luxury with NOW WOW by M3M Gurugram! Payment Plan that's never-seen-before,Unlock Luxury with NOW,Yes,,Yes,Yes,,,,,,,,NOW WOW by M3M Gurugram,,,,,,Payment Plan,120206478267690764,,,
198,66d882385367e95d91a22502,"NOW WOW by M3M: Own Luxury with a first of it's kind plan by M3M Gurugram!

🏡 Just 20% upfront to own your home.
💸 ₹1 Lakh would be counted as ₹20 Lakhs!
📃 First Transfer FREE OF COST!

Dive into the elegance of Gurugram's premier properties. Limited offer - seize your chance now.

Fill out the form here for details!",65665.76637,210419,2408,641,736,80,736,78,14.0,80.0,,3.0,312.071468688664,27.269836532392027,0.01144383349412363,820.822079625,30.1,3.0,,,,,,NOW WOW by M3M: Own Luxury with a first of it's kind plan by M3M Gurugram! 🏡 Just ,NOW WOW by M3M:,Yes,,Yes,Yes,,,,,,,,M3M,,,,🏡,,,120206478267690764,,,
199,66d882385367e95d91a22503,"India's first-of-its-kind T20 payment plan!

✅ 20:20:80 Ease: Only 20% upfront, another 20% in 12 months, balance at key handover.

✅ 20X Leap: Your 1 Lac booking escalates to 20 Lacs.

✅ 20% Reward: Early payments get you a 20% discount + up to 2.5 Lacs off for quick action.

Gifts await with every booking!",14531.442972,5444,34,22,37,8,37,14,1.0,8.0,,,2669.258444526084,427.3953815294118,0.006245407788390889,1816.4303715,4.25,,,,,,,"India's first-of-its-kind T20 payment plan! ✅ 20:20:80 Ease: Only 20% upfront,",India's first-of-its-kind T20,Yes,,Yes,Yes,,,,,,,,,,,,✅,,T20,120206254731370764,,,
200,66d882385367e95d91a22504,"7-star lifestyle with a never-seen-before T20 Plan!

✅ The 20:20:80 Magic! Just 20% now, 20% in a year, and the rest when you get the keys.

✅ The 20X Advantage - Book with 1 Lac and we'll treat it as 20 Lacs

✅ The 20% Bonus - Pay a bit more now, enjoy a 20% discount later. Plus, grab up to 2.5 Lacs off for being prompt!

And yes, every booking comes with a shower of gifts.",10300.333872,2911,16,9,16,4,16,7,,4.0,,,3538.4176818962555,643.770867,0.005496392992098935,2575.083468,4.0,,,,,,,7-star lifestyle with a never-seen-before T20 Plan! ✅ The 20:20:80 Magic! Just 20%,7-star lifestyle with a,Yes,,Yes,Yes,,,,,,,,T20 Plan,,,,✅,,,120206254731370764,,,
201,66d882385367e95d91a22505,"The Edition, Sector 66, Gurgaon
✅ 20:20:80 Ease: Only 20% upfront, another 20% in 12 months, balance at key handover.

✅ 20X Leap: Your 1 Lac booking escalates to 20 Lacs.

✅ 20% Reward: Early payments get you a 20% discount + up to 2.5 Lacs off for quick action.

Gifts await with every booking!",1126.071037,1038,5,1,1,0,1,0,,,,,1084.8468564547206,225.2142074,0.004816955684007707,,,,,,,,,"The Edition, Sector 66, Gurgaon 20:20:80 Ease: Only 20% upfront,","The Edition, Sector 66,",Yes,,Yes,No,,,,,,,,The Edition,"Sector 66, Gurgaon",20:20:80,,,,"Only 20% upfront, another 20% in 12 months, balance at key handover.",120206254731370764,,,
202,66d882385367e95d91a22506,"The Edition, Sector 66, Gurgaon
✅ The 20:20:80 Magic! Just 20% now, 20% in a year, and the rest when you get the keys.

✅ The 20X Advantage - Book with 1 Lac and we'll treat it as 20 Lacs

✅ The 20% Bonus - Pay a bit more now, enjoy a 20% discount later. Plus, grab up to 2.5 Lacs off for being prompt!

And yes, every booking comes with a shower of gifts.",1876.575119,1107,5,1,6,0,6,3,1.0,,,,1695.1898093947607,375.3150238,0.004516711833785004,,,1.0,,,,,,"The Edition, Sector 66, Gurgaon ✅ The 20:20:80 Magic! Just 20% now, 20% in a year, and the rest","The Edition, Sector 66, Gurgaon",Yes,,Yes,Yes,,,,,,,,The Edition,"Sector 66, Gurgaon",,,,,20:20:80,120206254731370764,,,
203,66d882385367e95d91a22507,"The Edition, Sector 66, Gurgaon
✅ 20:20:60 Ease: Only 20% upfront, another 20% in 12 months, balance at key handover.

✅ 20X Leap: Your 1 Lac booking escalates to 20 Lacs.

✅ 20% Reward: Early payments get you a 20% discount + up to 2.5 Lacs off for quick action.

Gifts await with every booking!",12242.570976,7441,155,34,56,8,56,21,1.0,8.0,,,1645.2857110603416,78.98432887741936,0.020830533530439458,1530.321372,19.375,,,,,,,"The Edition, Sector 66, Gurgaon 20:20:60 Ease: Only 20% upfront, another 20% in 12 months","The Edition, Sector 66, Gurgaon",Yes,,No,No,,,,,,,,The Edition,"Sector 66, Gurgaon",20:20:60,,,,"20% upfront, another 20% in 12 months",120206254731370764,,,
204,66d882385367e95d91a22508,"The Edition, Sector 66, Gurgaon
✅ The 20:20:60 Magic! Just 20% now, 20% in a year, and the rest when you get the keys.

✅ The 20X Advantage - Book with 1 Lac and we'll treat it as 20 Lacs

✅ The 20% Bonus - Pay a bit more now, enjoy a 20% discount later. Plus, grab up to 2.5 Lacs off for being prompt!

And yes, every booking comes with a shower of gifts.",7048.006221,14831,116,38,109,5,109,66,3.0,5.0,,,475.2212407120221,60.75867431896551,0.007821455060346571,1409.6012441999999,23.2,2.0,,,,,,"The Edition, Sector 66, Gurgaon  The 20:20:60 Magic!","The Edition, Sector 66,",Yes,,Yes,No,,,,,,,,The Edition,"Sector 66, Gurgaon",,,,,20:20:60,120206254731370764,,,
205,66d882385367e95d91a22509,"🚀 Unlock Luxury @ Smartworld One DXP:

🏠 Only 20% Down, No EMI
💸 20X on Booking*
📈 Plus 20% Value
🎉 Free Gift!
✈️ 7 Min to Airport
🌐 Close to Diplomatic Enclave
🌿 Green Spaces & Gym
*T&C Apply",14736.674697,9309,116,43,65,4,65,19,2.0,4.0,,,1583.0566867547536,127.04029911206896,0.012461059190031152,3684.16867425,29.0,,,1.0,,,,"🚀 Unlock Luxury @ Smartworld One DXP: 🏠 Only 20% Down, No EMI 💸 20X on Booking* 📈 Plus 20% Value",🚀 Unlock Luxury @ Smartworld,Yes,,Yes,Yes,,,,,,,,Smartworld One DXP,,,,,,,120206254267070764,,,
206,66d882385367e95d91a2250a,"🌟 Smartworld One DXP Offers:

🏡 Pay 20%, No Loan/EMI
💰 Get 20X Booking Amount*
➕ Extra 20% Value on Pay
🎁 Assured Gift
✈️ 7 Mins to IGI Airport
🚉 Near Delhi's Transport Hub
🏋️‍♂️ 24/7 Gym
💼 Co-Working Space
*Terms Apply",16996.667017,8891,119,37,68,10,68,28,2.0,10.0,,,1911.671017545833,142.82913459663865,0.01338432122370937,1699.6667017,11.9,,,1.0,,,,"🌟 Smartworld One DXP Offers: 🏡 Pay 20%, No Loan/EMI 💰 Get 20X Booking Amount*",🌟 Smartworld One DXP,Yes,,No,Yes,,,,,,,,Smartworld One DXP,,,,,,,120206254267070764,,,
207,66d882385367e95d91a2250b,"✅ The 20:20:80 Magic! Just 20% now, 20% in a year, and the rest when you get the keys.

✅ The 20X Advantage - Book with 1 Lac and we'll treat it as 20 Lacs

✅ The 20% Bonus - Pay a bit more now, enjoy a 20% discount later. Plus, grab up to 2.5 Lacs off for being prompt!

And yes, every booking comes with a shower of gifts.",2427.62126,1635,13,6,9,1,9,3,,1.0,,,1484.7836452599388,186.74009692307692,0.007951070336391437,2427.62126,13.0,,,,,,,"✅ The 20:20:80 Magic! Just 20% now, 20% in a year, and the rest when you get",✅ The 20:20:80 Magic!,Yes,,Yes,Yes,,,,,,,,20:20:80 Magic,,,,✅,,"20% now, 20% in a year",120206254267070764,,,
208,66d882385367e95d91a2250c,"India's first-of-its-kind T20 payment plan!

✅ 20:20:80 Ease: Only 20% upfront, another 20% in 12 months, balance at key handover.

✅ 20X Leap: Your 1 Lac booking escalates to 20 Lacs.

✅ 20% Reward: Early payments get you a 20% discount + up to 2.5 Lacs off for quick action.

Gifts await with every booking!",14531.442972,5444,34,22,37,8,37,14,1.0,8.0,,,2669.258444526084,427.3953815294118,0.006245407788390889,1816.4303715,4.25,,,,,,,"India's first-of-its-kind T20 payment plan! ✅ 20:20:80 Ease: Only 20% upfront,",India's first-of-its-kind T20,Yes,,Yes,Yes,,,,,,,,,,,,✅,,T20,120206254731370764,,,
209,66d882385367e95d91a2250d,"India's first-of-its-kind T20 payment plan!

✅ 20:20:60 Ease: Only 20% upfront, another 20% in 12 months, balance at key handover.

✅ 20X Leap: Your 1 Lac booking escalates to 20 Lacs.

✅ 20% Reward: Early payments get you a 20% discount + up to 2.5 Lacs off for quick action.

Gifts await with every booking!",2488.118396,3919,27,17,40,0,40,21,,,,,634.8860413370758,92.15253318518518,0.006889512630773156,,,,,2.0,,,,"India's first-of-its-kind T20 payment plan! 20:20:60 Ease: Only 20% upfront, another 20% in 12 months, balance at key handover.",India's first-of-its-kind T20 payment,Yes,,Yes,Yes,,,,,,,,,,,,,,T20,120206254267070764,,,
210,66d882385367e95d91a2250e,"✅ The 20:20:60 Magic! Just 20% now, 20% in a year, and the rest when you get the keys.

✅ The 20X Advantage - Book with 1 Lac and we'll treat it as 20 Lacs

✅ The 20% Bonus - Pay a bit more now, enjoy a 20% discount later. Plus, grab up to 2.5 Lacs off for being prompt!

And yes, every booking comes with a shower of gifts.",2269.65707,1320,10,4,7,0,7,3,,,,,1719.4371742424244,226.965707,0.007575757575757576,,,,,,,,,✅ The 20X Advantage - Book with 1 Lac and we'll treat it as 20 Lacs,✅ The 20X Advantage,Yes,,Yes,Yes,,,,,,,,20X Advantage,,1 Lac,,✅,,,120206254267070764,,,
211,66d882385367e95d91a2250f,"🚀 Unlock Luxury @ Smartworld One DXP:

🏠 Only 20% Down, No EMI
💸 20X on Booking*
📈 Plus 20% Value
🎉 Free Gift!
✈️ 7 Min to Airport
🌐 Close to Diplomatic Enclave
🌿 Green Spaces & Gym
*T&C Apply",14736.674697,9309,116,43,65,4,65,19,2.0,4.0,,,1583.0566867547536,127.04029911206896,0.012461059190031152,3684.16867425,29.0,,,1.0,,,,"🚀 Unlock Luxury @ Smartworld One DXP: 🏠 Only 20% Down, No EMI 💸 20X on Booking* 📈 Plus 20% Value",🚀 Unlock Luxury @ Smartworld,Yes,,Yes,Yes,,,,,,,,Smartworld One DXP,,,,,,,120206254267070764,,,
212,66d882385367e95d91a22510,"🌟 Smartworld One DXP Offers:

🏡 Pay 20%, No Loan/EMI
💰 Get 20X Booking Amount*
➕ Extra 20% Value on Pay
🎁 Assured Gift
✈️ 7 Mins to IGI Airport
🚉 Near Delhi's Transport Hub
🏋️‍♂️ 24/7 Gym
💼 Co-Working Space
*Terms Apply",16996.667017,8891,119,37,68,10,68,28,2.0,10.0,,,1911.671017545833,142.82913459663865,0.01338432122370937,1699.6667017,11.9,,,1.0,,,,"🌟 Smartworld One DXP Offers: 🏡 Pay 20%, No Loan/EMI 💰 Get 20X Booking Amount*",🌟 Smartworld One DXP,Yes,,No,Yes,,,,,,,,Smartworld One DXP,,,,,,,120206254267070764,,,
213,66d882385367e95d91a22511,"Presenting Smart World The Edition: Upgrade to a 7-star lifestyle with India's first-of-its-kind T20 payment plan!

✅ 20:20:80 Ease: Only 20% upfront, another 20% in 12 months, balance at key handover.

✅ 20X Leap: Your 1 Lac booking escalates to 20 Lacs.

✅ 20% Reward: Early payments get you a 20% discount + up to 2.5 Lacs off for quick action.

Gifts await with every booking!",4236.376201,4075,59,17,25,1,25,7,,1.0,,,1039.6015217177915,71.80298645762711,0.014478527607361963,4236.376201,59.0,,,1.0,,,,Presenting Smart World The Edition: Upgrade to a 7-star lifestyle with India's first-of-its-kind T20,Presenting Smart World The,Yes,,Yes,Yes,,,,,,,,Smart World The Edition,,,,,,T20,120206061672090764,,,
214,66d882385367e95d91a22512,"Introducing Smart World One DXP - Get your 5-star lifestyle with a never-seen-before T20 Plan!

✅ The 20:20:80 Magic! Just 20% now, 20% in a year, and the rest when you get the keys.

✅ The 20X Advantage - Book with 1 Lac and we'll treat it as 20 Lacs

✅ The 20% Bonus - Pay a bit more now, enjoy a 20% discount later. Plus, grab up to 2.5 Lacs off for being prompt!

And yes, every booking comes with a shower of gifts.",2208.60119,1710,17,5,6,0,6,1,,,,,1291.5796432748539,129.9177170588235,0.009941520467836258,,,,,,,,,Introducing Smart World One DXP - Get your 5-star lifestyle with a never-seen-before T20 Plan!,Introducing Smart World One,Yes,,Yes,No,,,,,,,,Smart World One DXP,,T20 Plan,,,,20:20:80,120206061672090764,,,
215,66d882385367e95d91a22513,"Presenting Smart World The Edition: Upgrade to a 7-star lifestyle with India's first-of-its-kind T20 payment plan!

✅ 20:20:80 Ease: Only 20% upfront, another 20% in 12 months, balance at key handover.

✅ 20X Leap: Your 1 Lac booking escalates to 20 Lacs.

✅ 20% Reward: Early payments get you a 20% discount + up to 2.5 Lacs off for quick action.

Gifts await with every booking!",4236.376201,4075,59,17,25,1,25,7,,1.0,,,1039.6015217177915,71.80298645762711,0.014478527607361963,4236.376201,59.0,,,1.0,,,,Presenting Smart World The Edition: Upgrade to a 7-star lifestyle with India's first-of-its-kind T20,Presenting Smart World The,Yes,,Yes,Yes,,,,,,,,Smart World The Edition,,,,,,T20,120206061672090764,,,
216,66d882385367e95d91a22514,"Introducing Smart World The Edition - Get your 7-star lifestyle with a never-seen-before T20 Plan!

✅ The 20:20:80 Magic! Just 20% now, 20% in a year, and the rest when you get the keys.

✅ The 20X Advantage - Book with 1 Lac and we'll treat it as 20 Lacs

✅ The 20% Bonus - Pay a bit more now, enjoy a 20% discount later. Plus, grab up to 2.5 Lacs off for being prompt!

And yes, every booking comes with a shower of gifts.",1254.01337,1412,10,4,6,0,6,1,,,,,888.1114518413597,125.40133699999998,0.007082152974504249,,,1.0,,,,,,Introducing Smart World The Edition - Get your 7-star lifestyle with a never-seen-before T20 Plan!,Introducing Smart World The,Yes,,Yes,Yes,,,,,,,,Smart World The Edition,,,,,,T20 Plan,120206059489370764,,,
217,66d882385367e95d91a22515,"🚀 Unlock Luxury @ Smartworld One DXP:

🏠 Only 20% Down, No EMI
💸 20X on Booking*
📈 Plus 20% Value
🎉 Free Gift!
✈️ 7 Min to Airport
🌐 Close to Diplomatic Enclave
🌿 Green Spaces & Gym
*T&C Apply",14736.674697,9309,116,43,65,4,65,19,2.0,4.0,,,1583.0566867547536,127.04029911206896,0.012461059190031152,3684.16867425,29.0,,,1.0,,,,"🚀 Unlock Luxury @ Smartworld One DXP: 🏠 Only 20% Down, No EMI 💸 20X on Booking* 📈 Plus 20% Value",🚀 Unlock Luxury @ Smartworld,Yes,,Yes,Yes,,,,,,,,Smartworld One DXP,,,,,,,120206254267070764,,,
218,66d882385367e95d91a22516,"🌟 Smartworld One DXP Offers:

🏡 Pay 20%, No Loan/EMI
💰 Get 20X Booking Amount*
➕ Extra 20% Value on Pay
🎁 Assured Gift
✈️ 7 Mins to IGI Airport
🚉 Near Delhi's Transport Hub
🏋️‍♂️ 24/7 Gym
💼 Co-Working Space
*Terms Apply",16996.667017,8891,119,37,68,10,68,28,2.0,10.0,,,1911.671017545833,142.82913459663865,0.01338432122370937,1699.6667017,11.9,,,1.0,,,,"🌟 Smartworld One DXP Offers: 🏡 Pay 20%, No Loan/EMI 💰 Get 20X Booking Amount*",🌟 Smartworld One DXP,Yes,,No,Yes,,,,,,,,Smartworld One DXP,,,,,,,120206254267070764,,,
219,66d882385367e95d91a22517,"🏡 Dream Homes @ Smartworld One DXP:

🎯 20% Down, No EMI Stress
💵 Booking Grows 20X*
🔄 Extra 20% on Pay
🎁 Guaranteed Gift
✈️ Quick to IGI Airport
🚇 Easy Access to Transport
🏋️ Modern Gym & Amenities
*T&C Apply",385.75,460,10,2,3,0,3,1,,,,,838.5869565217391,38.575,0.021739130434782608,,,,,,,,,"🏡 Dream Homes @ Smartworld One DXP: 🎯 20% Down, No EMI Stress 💵 Booking Grows 20X*",🏡 Dream Homes @ Smartworld,Yes,,No,Yes,,,,,,,,Dream Homes,Smartworld One DXP,20% Down,,🏡,,,120205984237160764,,,
220,66d882385367e95d91a22518,"Presenting Smart World The Edition: Upgrade to a 7-star lifestyle with India's first-of-its-kind T20 payment plan!

✅ 20:20:80 Ease: Only 20% upfront, another 20% in 12 months, balance at key handover.

✅ 20X Leap: Your 1 Lac booking escalates to 20 Lacs.

✅ 20% Reward: Early payments get you a 20% discount + up to 2.5 Lacs off for quick action.

Gifts await with every booking!",4236.376201,4075,59,17,25,1,25,7,,1.0,,,1039.6015217177915,71.80298645762711,0.014478527607361963,4236.376201,59.0,,,1.0,,,,Presenting Smart World The Edition: Upgrade to a 7-star lifestyle with India's first-of-its-kind T20,Presenting Smart World The,Yes,,Yes,Yes,,,,,,,,Smart World The Edition,,,,,,T20,120206061672090764,,,
221,66d882385367e95d91a22519,"Introducing Smart World The Edition - Get your 7-star lifestyle with a never-seen-before T20 Plan!

✅ The 20:20:80 Magic! Just 20% now, 20% in a year, and the rest when you get the keys.

✅ The 20X Advantage - Book with 1 Lac and we'll treat it as 20 Lacs

✅ The 20% Bonus - Pay a bit more now, enjoy a 20% discount later. Plus, grab up to 2.5 Lacs off for being prompt!

And yes, every booking comes with a shower of gifts.",1254.01337,1412,10,4,6,0,6,1,,,,,888.1114518413597,125.40133699999998,0.007082152974504249,,,1.0,,,,,,Introducing Smart World The Edition - Get your 7-star lifestyle with a never-seen-before T20 Plan!,Introducing Smart World The,Yes,,Yes,Yes,,,,,,,,Smart World The Edition,,,,,,T20 Plan,120206059489370764,,,
